#{"t_start": 1745159260.191908, "env_id": "None"}
r,l,t
800.023337,1441,5.801511
732.340366,1441,11.564941
635.125213,1441,17.425892
640.88671,1441,23.477058
506.964001,1441,29.493456
798.041691,1441,35.30505
716.214775,1441,41.083227
547.731769,1441,46.850563
371.903091,1441,52.862895
644.820884,1441,58.830227
771.422537,1441,64.858256
392.766313,1441,70.689541
441.285828,1441,76.621294
627.252646,1441,82.327667
549.861483,1441,88.146037
581.595473,1441,93.896317
557.397216,1441,99.946971
370.38408,1441,105.730307
451.595329,1441,111.560536
618.222481,1441,117.346648
447.826864,1441,123.149832
717.860582,1441,128.751776
550.444315,1441,134.914795
752.146042,1441,140.689739
713.06686,1441,146.917689
562.656443,1441,152.786153
648.360727,1441,158.570184
476.520893,1441,164.338898
589.353507,1441,170.146178
504.942047,1441,176.04741
567.946631,1441,181.77947
599.619629,1441,187.629469
642.489786,1441,193.485507
409.275556,1441,199.325897
565.987949,1441,205.253399
493.188762,1441,211.034652
675.419898,1441,216.929263
607.275154,1441,222.853569
479.13814,1441,228.686651
558.256838,1441,234.675348
488.936726,1441,240.579356
583.951222,1441,246.521669
561.15531,1441,252.598586
470.58776,1441,259.084364
643.82437,1441,264.697003
505.275861,1441,270.1539
517.493766,1441,275.674164
462.504283,1441,280.89318
629.59763,1441,286.218957
580.732794,1441,291.389384
621.636252,1441,296.756362
590.633234,1441,301.933714
521.632733,1441,307.175019
488.66918,1441,312.315699
576.216782,1441,317.451789
452.592749,1441,322.798615
525.848488,1441,327.989977
500.274579,1441,333.224134
491.500606,1441,338.554499
487.040622,1441,343.937632
474.3787,1441,349.35787
420.523636,1441,354.397485
489.142887,1441,359.843988
494.591389,1441,364.956726
521.003462,1441,370.133178
539.155581,1441,375.401619
588.384945,1441,380.733153
630.828657,1441,386.104599
457.624014,1441,391.25168
513.204108,1441,396.656323
500.078587,1441,401.731567
772.970507,1441,406.738462
580.330637,1441,411.968572
541.293117,1441,417.130282
649.641053,1441,422.378407
578.899649,1441,427.781032
486.860484,1441,432.771916
512.241663,1441,437.930349
444.629593,1441,443.105021
475.179861,1441,448.326741
541.283861,1441,454.003067
506.996764,1441,459.158297
718.124033,1441,464.669794
404.26269,1441,469.878118
461.572164,1441,474.898731
456.266847,1441,480.261209
569.317461,1441,485.359127
556.715222,1441,490.443053
635.112917,1441,495.431528
519.566291,1441,500.565319
310.025613,1441,505.726933
439.797914,1441,511.055764
634.6572,1441,516.309851
531.913789,1441,521.788499
476.541334,1441,527.005678
488.89223,1441,532.445812
490.675605,1441,537.571096
594.637451,1441,542.967341
510.44867,1441,548.159966
715.807534,1441,553.275376
560.941674,1441,558.531237
504.451098,1441,563.708611
509.904637,1441,568.916661
477.608836,1441,574.086348
636.001463,1441,579.233938
498.642562,1441,584.335647
497.295829,1441,589.328809
591.503086,1441,594.382073
517.463681,1441,599.519541
592.775557,1441,604.751308
501.729122,1441,609.914069
623.797301,1441,615.120233
583.2194,1441,620.266044
492.504162,1441,625.650021
550.933706,1441,630.807894
598.226771,1441,635.928618
651.830705,1441,641.38412
511.121894,1441,646.535825
470.012054,1441,651.990857
678.012982,1441,657.003895
610.871973,1441,662.209395
512.806878,1441,667.28443
535.277817,1441,672.469779
498.056641,1441,677.835229
556.658984,1441,683.052595
652.998363,1441,688.324763
617.175483,1441,693.564356
418.328402,1441,698.961475
622.42717,1441,704.342359
652.847023,1441,709.597014
739.105119,1441,714.757783
739.630158,1441,719.801162
436.011449,1441,725.380309
426.985833,1441,730.599725
488.747263,1441,735.820852
673.306594,1441,741.106438
560.536458,1441,746.39153
585.190105,1441,751.61583
618.307646,1441,756.779641
568.005293,1441,762.094978
532.574616,1441,767.661089
748.193997,1441,772.934781
565.097122,1441,778.508495
554.099619,1441,783.994368
579.251011,1441,789.33715
572.447699,1441,795.00526
564.418376,1441,800.570489
629.227752,1441,806.011144
617.367099,1441,811.489716
708.457511,1441,816.959403
599.572405,1441,822.6031
528.661112,1441,828.061208
555.149278,1441,833.487117
601.839374,1441,839.320442
510.833819,1441,844.652136
529.002372,1441,850.094842
567.908736,1441,855.695332
609.87367,1441,861.604069
617.082913,1441,867.154261
564.17332,1441,872.688292
590.534275,1441,878.064782
546.400611,1441,883.41953
542.235991,1441,888.829589
569.400183,1441,894.530829
559.449707,1441,900.098012
507.935885,1441,905.671247
552.522185,1441,911.104841
608.704789,1441,916.374561
499.369561,1441,921.857784
531.137574,1441,927.354668
577.67041,1441,932.748833
516.148258,1441,938.161931
591.345573,1441,943.611422
