Trading Day,Portfolio Value,Daily Return,Total Profit
0,2997.0111,-0.0009962999999999435,-2.9888999999998305
1,2985.0386299999996,-0.00249555167795849,-14.961370000000443
2,2969.7517400000006,-0.003370757753949488,-30.24825999999939
3,2976.89848,-0.0019264405847886402,-23.101520000000164
4,2974.91122,-0.0016746645787309709,-25.088780000000042
5,2959.00122,-0.0022868969416963278,-40.9987799999999
6,2962.7712199999996,-0.0017781861563874338,-37.22878000000037
7,3015.02562,0.0006487122816206897,15.02561999999989
8,3007.74345,0.00030826726045680525,7.743449999999939
9,3005.7545500000006,0.000211314548832156,5.754550000000563
10,2999.6259800000003,6.745444828463008e-06,-0.3740199999997458
11,2979.0280700000003,-0.0005660521847489549,-20.971929999999702
12,2949.1647600000006,-0.0012936262068397794,-50.83523999999943
13,2937.0100100000004,-0.0014956115595182152,-62.98998999999958
14,2961.5169700000006,-0.0008396250057786663,-38.48302999999942
15,2955.47332,-0.0009146939301885155,-44.52667999999994
16,2951.9989000000005,-0.0009300406606914571,-48.0010999999995
17,2948.87941,-0.000937079412800222,-51.12058999999999
18,2952.4294100000006,-0.0008243990687001112,-47.570589999999356
19,2938.18791,-0.0010243618502657121,-61.8120899999999
20,2928.0560700000005,-0.0011397888804502484,-71.94392999999945
21,2911.2561100000007,-0.0013487794488160779,-88.74388999999928
22,2913.7261100000005,-0.0012532485587314801,-86.27388999999948
23,2916.8861100000004,-0.0011558414530939325,-83.11388999999963
24,2919.3561100000006,-0.001075736057687978,-80.64388999999937
25,2926.79611,-0.0009363420871040079,-73.20388999999977
26,2933.5261100000002,-0.0008164982054614582,-66.47388999999976
27,2934.8261100000004,-0.0007715106733203722,-65.17388999999957
28,2936.0961100000004,-0.0007299849836726333,-63.90388999999959
29,2937.3511500000004,-0.0006914037526365729,-62.648849999999584
30,2938.0691300000003,-0.0006612155312837607,-61.930869999999686
31,2939.41184,-0.0006262711639610748,-60.58815999999979
32,2935.07015,-0.0006520526680430577,-64.92984999999999
33,3081.0897099999997,0.000830358842353849,81.08970999999974
34,3077.9707999999996,0.0007777121619429935,77.9707999999996
35,3113.7991399999983,0.0010794492374316495,113.79913999999826
36,3120.411309999999,0.0011076669777324638,120.41130999999905
37,3141.501309999999,0.0012563790146635507,141.5013099999992
38,3159.106149999999,0.0013678553874909198,159.10614999999916
39,3176.358859999999,0.0014701905815225173,176.3588599999989
40,3203.957269999999,0.0016462516392141589,203.95726999999897
41,3238.7338299999988,0.0018654897459717153,238.73382999999876
42,3221.8319899999988,0.0017007421542153155,221.83198999999877
43,3231.2921499999993,0.0017288222717410768,231.2921499999993
44,3238.0674499999996,0.001736999049941973,238.06744999999955
45,3241.5820299999996,0.001722833729604952,241.58202999999958
46,3268.736179999999,0.0018644079109494149,268.73617999999897
47,3270.3309999999988,0.0018357306858625905,270.33099999999877
48,3259.468699999999,0.0017304817316290588,259.468699999999
49,3262.9572899999994,0.0017172779782678666,262.9572899999994
50,3255.021969999999,0.0016359207410851122,255.02196999999887
51,3246.858649999999,0.001556231582906402,246.85864999999922
52,3238.804959999999,0.0014800676663613644,238.80495999999903
53,3241.7034099999987,0.0014692314764797553,241.7034099999987
54,3250.903229999999,0.0014941174237815757,250.90322999999898
55,3251.293569999999,0.001469580884884645,251.2935699999989
56,3235.261549999999,0.00135729057813479,235.2615499999988
57,3227.414179999999,0.0012920687553394637,227.41417999999885
58,3214.238619999999,0.0012009762517830149,214.23861999999917
59,3201.798809999999,0.0011164563173224338,201.79880999999887
60,3193.393189999999,0.0010551163693992534,193.39318999999887
61,3248.322939999999,0.001315534825838562,248.3229399999991
62,3315.4100499999995,0.0016224762562471716,315.4100499999995
63,3205.4280099999987,0.0010787972111494493,205.42800999999872
64,3245.551659999999,0.0012547758376344955,245.55165999999917
65,3285.111659999999,0.001420445764459431,285.1116599999991
66,3325.302069999999,0.0015818437044547958,325.3020699999988
67,3389.202069999999,0.0018411739345085055,389.2020699999989
68,3355.322069999999,0.001669614120443632,355.3220699999988
69,3356.342069999999,0.0016501052710433796,356.3420699999988
70,3363.9420699999987,0.001658756885714443,363.9420699999987
71,3369.422069999999,0.0016583441669223715,369.42206999999917
72,3375.547199999999,0.0016605292844053886,375.54719999999907
73,3381.057799999999,0.0016601505871402036,381.05779999999913
74,3395.4577999999988,0.0016948022077392351,395.45779999999877
75,3395.4577999999988,0.0016725021786900347,395.45779999999877
76,3435.057799999999,0.001802244220833827,435.05779999999913
77,3438.6577999999986,0.0017925746449223405,438.6577999999986
78,3443.697799999999,0.0017884368412282967,443.697799999999
79,3443.637059999999,0.0017658609055016742,443.6370599999991
80,3442.054259999999,0.0017383857052006469,442.054259999999
81,3418.284259999999,0.0016329692963814235,418.284259999999
82,3403.505759999999,0.0015612061991904038,403.5057599999991
83,3381.3013199999996,0.001464953854892316,381.3013199999996
84,3349.889579999999,0.0013384268970847123,349.8895799999991
85,3342.481259999999,0.0012971485413042344,342.4812599999991
86,3334.777759999999,0.0012557476964212648,334.77775999999903
87,3330.2277599999993,0.0012259731911951227,330.2277599999993
88,3369.5177599999993,0.0013447599177959747,369.51775999999927
89,3370.6392099999994,0.001333516164341179,370.63920999999937
90,3364.6949799999993,0.0012994826683795247,364.6949799999993
91,3398.1614899999995,0.0013934706025596317,398.1614899999995
92,3344.52371,0.0012087628234980854,344.52370999999994
93,3298.0989799999998,0.0010482353517551517,298.09897999999976
94,3247.2933799999996,0.0008750485544883861,247.29337999999962
95,3211.2334899999996,0.0007502605617603448,211.23348999999962
96,3182.5002699999995,0.0006502813746858449,182.50026999999955
97,3166.4652600000004,0.000592232641612618,166.4652600000004
98,3154.3811499999997,0.000547702236544581,154.3811499999997
99,3156.09393,0.0005476550589523334,156.09393
100,3169.4686899999992,0.0005841907244187254,169.46868999999924
101,3175.5233599999992,0.0005971919007989403,175.52335999999923
102,3230.8624899999995,0.0007605859081016887,230.86248999999953
103,3229.7131899999995,0.0007498521450821344,229.71318999999949
