#{"t_start": 1745268527.6296828, "env_id": "None"}
r,l,t
762.861534,1446,64.503125
823.348138,1446,131.197032
823.348138,1446,197.776684
823.348138,1446,267.805056
823.348138,1446,337.951261
823.348138,1446,413.773863
823.348138,1446,480.575417
823.348138,1446,543.629138
823.348138,1446,605.469058
823.348138,1446,668.648604
823.348138,1446,739.559677
823.348138,1446,806.786114
823.348138,1446,875.739803
823.348138,1446,937.583868
823.348138,1446,999.727968
823.348138,1446,1065.110425
823.348138,1446,1129.031451
823.348138,1446,1192.557898
823.348138,1446,1256.301481
823.348138,1446,1324.21745
823.348138,1446,1390.906102
823.348138,1446,1459.729016
823.348138,1446,1526.480148
823.348138,1446,1586.004803
823.348138,1446,1644.321887
823.348138,1446,1700.705921
823.348138,1446,1764.075656
