#{"t_start": 1745151592.7882562, "env_id": "None"}
r,l,t
590.145891,1446,5.690281
531.08853,1446,15.336861
485.96358,1446,24.884475
496.96856,1446,30.356098
691.64868,1446,39.997662
797.251372,1446,49.544382
516.256181,1446,55.359434
632.819453,1446,64.768041
528.38482,1446,74.431827
733.046198,1446,84.136396
691.983849,1446,89.680029
735.286152,1446,99.286679
713.97964,1446,109.28958
732.288102,1446,114.821671
734.613003,1446,124.221804
379.036862,1446,134.044955
747.944272,1446,143.744797
475.921171,1446,149.245158
662.162976,1446,158.784092
605.290433,1446,168.638888
509.228301,1446,174.303827
634.428768,1446,184.154894
723.783102,1446,193.775069
667.178364,1446,199.773539
610.214369,1446,209.382019
668.255338,1446,219.198339
644.122391,1446,228.966631
564.061991,1446,234.563369
571.751254,1446,244.075852
602.783687,1446,254.001006
454.89827,1446,259.626336
515.508557,1446,269.379486
623.915051,1446,278.962798
621.664891,1446,288.629222
539.424097,1446,294.260469
714.578277,1446,303.810967
707.359406,1446,313.242356
477.397175,1446,319.020989
570.87937,1446,328.687661
368.808092,1446,338.400577
756.831843,1446,344.358707
717.475207,1446,353.707803
642.829006,1446,363.622884
496.170636,1446,373.260724
617.969825,1446,378.976092
715.227938,1446,388.760495
527.237161,1446,398.543437
595.032559,1446,404.523331
563.830584,1446,413.997539
619.310005,1446,423.456326
634.288594,1446,433.23268
578.167452,1446,439.528755
630.203774,1446,449.20969
594.316406,1446,458.916276
458.630372,1446,464.901645
433.727815,1446,474.540128
429.219529,1446,483.883397
516.663052,1446,489.770098
797.012535,1446,499.578843
503.666561,1446,509.12543
623.38088,1446,518.603093
764.21643,1446,524.558295
672.312648,1446,534.004732
695.586613,1446,543.613874
508.556645,1446,549.560718
583.378439,1446,559.217683
529.924879,1446,568.950769
612.840985,1446,578.454692
789.564415,1446,584.338267
637.277521,1446,593.778372
544.182114,1446,603.405451
370.316379,1446,609.507417
626.331981,1446,619.178516
515.38132,1446,628.818877
646.216386,1446,634.659481
625.14134,1446,644.514956
500.992948,1446,654.050067
577.206693,1446,663.845515
584.500919,1446,669.422332
746.901531,1446,679.061827
679.775172,1446,688.806434
627.692533,1446,694.46876
583.873928,1446,704.277173
538.15896,1446,714.067013
393.39936,1446,723.505199
592.250685,1446,729.4115
741.458503,1446,739.196331
744.481141,1446,749.103705
675.207218,1446,755.083327
602.040904,1446,764.986773
583.630033,1446,774.677076
429.583948,1446,780.435008
581.689166,1446,790.248432
520.647885,1446,799.841623
653.39021,1446,809.742506
520.800889,1446,815.710849
797.043078,1446,825.624142
523.659046,1446,835.229663
594.808857,1446,840.967322
492.319827,1446,850.609874
641.605934,1446,860.627045
562.651051,1446,870.566166
501.098862,1446,876.243308
642.477398,1446,885.957462
843.141938,1446,895.701345
705.420881,1446,901.78266
571.586116,1446,911.467925
497.594758,1446,921.276445
581.204609,1446,926.988416
586.390328,1446,936.498198
653.788562,1446,946.244099
657.804426,1446,955.983893
636.729609,1446,961.784124
717.774471,1446,971.340654
731.159808,1446,981.183092
656.800058,1446,986.857247
726.089245,1446,996.611512
653.322989,1446,1006.365587
585.317908,1446,1016.240882
437.378029,1446,1021.692716
495.836046,1446,1031.276196
563.691194,1446,1040.96152
678.612392,1446,1046.513911
483.784743,1446,1056.401954
750.989448,1446,1066.056506
599.54445,1446,1071.66597
441.783933,1446,1081.440049
513.988194,1446,1091.187511
612.484075,1446,1100.736436
557.750659,1446,1106.442789
499.596665,1446,1116.42175
420.503046,1446,1126.165812
772.653071,1446,1132.0444
548.318366,1446,1141.758909
616.905786,1446,1151.130004
536.937098,1446,1160.543328
485.025186,1446,1166.606947
496.476107,1446,1176.344801
521.476224,1446,1186.098831
635.838016,1446,1191.961506
516.254613,1446,1201.651578
762.689108,1446,1211.450164
587.574439,1446,1217.465638
550.117332,1446,1227.505426
547.446884,1446,1237.054017
625.772986,1446,1247.023554
589.217803,1446,1252.851526
547.599903,1446,1262.404501
614.551239,1446,1272.498746
803.531249,1446,1278.402414
743.016562,1446,1288.030633
636.316851,1446,1297.653283
710.412934,1446,1307.863674
579.584993,1446,1313.261349
731.787148,1446,1323.063869
675.648414,1446,1333.025785
827.959214,1446,1339.265091
392.976845,1446,1348.92381
792.212924,1446,1358.692668
408.148412,1446,1364.6753
572.839834,1446,1374.335258
799.668387,1446,1384.181293
698.64047,1446,1394.128023
723.937079,1446,1399.823897
409.83094,1446,1409.630698
450.124432,1446,1419.484988
574.880311,1446,1425.113898
511.697584,1446,1434.827091
738.794989,1446,1444.725146
688.443896,1446,1454.583181
618.439107,1446,1460.157428
706.501422,1446,1469.772193
559.457009,1446,1479.510114
620.763429,1446,1485.196845
