#{"t_start": 1745281955.7302074, "env_id": "None"}
r,l,t
609.343425,1446,10.979088
716.134527,1446,21.6903
534.026984,1446,30.9717
782.904596,1446,38.378943
544.227678,1446,53.333246
652.896517,1446,66.432805
602.948966,1446,76.71446
700.349128,1446,91.509918
466.886315,1446,102.961238
468.060479,1446,112.745741
565.050955,1446,121.1819
593.499092,1446,137.261842
572.886761,1446,149.21364
513.792664,1446,163.758491
678.266144,1446,177.088355
748.238378,1446,197.617927
442.43081,1446,217.018861
895.825677,1446,229.462056
686.511671,1446,245.609762
526.519524,1446,262.409163
612.043974,1446,272.44582
737.459855,1446,288.007589
715.013203,1446,305.007612
613.511459,1446,319.696208
575.26518,1446,335.542827
516.829018,1446,349.81253
669.760544,1446,363.643109
672.903355,1446,374.242069
624.472179,1446,387.88284
495.767408,1446,400.830054
774.73031,1446,411.109278
580.49734,1446,424.574141
627.52557,1446,435.14675
552.769548,1446,449.699208
629.404261,1446,459.815213
718.676835,1446,470.755669
582.248462,1446,486.394812
495.562754,1446,496.182462
610.546584,1446,504.404511
552.190368,1446,512.443166
553.094278,1446,518.493047
693.510405,1446,526.412333
657.680368,1446,534.703433
617.158165,1446,550.472319
421.932276,1446,562.207505
767.491829,1446,576.414723
800.420983,1446,584.883504
662.246702,1446,591.034675
609.120547,1446,598.924802
623.458294,1446,606.823761
520.803267,1446,615.592666
651.89811,1446,624.367316
474.894591,1446,635.40584
610.445431,1446,646.233915
668.146799,1446,657.054879
575.176042,1446,668.512764
571.552784,1446,676.561692
570.556247,1446,685.237071
562.678407,1446,698.3385
549.511631,1446,707.681328
590.554524,1446,715.58176
570.487743,1446,721.662751
543.563396,1446,729.553203
536.486984,1446,738.341647
565.382818,1446,745.066435
664.224799,1446,755.119519
585.655518,1446,763.063569
609.805454,1446,772.695409
538.382569,1446,780.708838
494.927987,1446,793.414901
561.816426,1446,805.457078
538.371114,1446,814.920567
547.619161,1446,827.403746
734.626936,1446,840.665646
570.873471,1446,849.301532
559.356803,1446,861.214744
483.054981,1446,872.969223
489.226504,1446,885.150812
790.996029,1446,895.568187
593.673964,1446,913.205953
611.090845,1446,932.568949
485.246454,1446,944.720864
585.712198,1446,962.616849
568.894261,1446,984.99215
473.955089,1446,1003.547687
575.371545,1446,1013.886792
550.357664,1446,1029.154181
558.281027,1446,1044.053627
670.513911,1446,1056.090194
563.964364,1446,1072.248559
540.416684,1446,1089.02091
472.497759,1446,1102.653605
506.226134,1446,1111.656345
556.463414,1446,1122.204179
554.35416,1446,1135.813311
496.572441,1446,1144.704666
550.627652,1446,1156.026863
733.090372,1446,1167.594554
649.716689,1446,1177.138747
489.954416,1446,1188.844675
711.109466,1446,1200.027136
542.036462,1446,1210.768864
534.181991,1446,1219.90537
450.473232,1446,1231.901983
494.775119,1446,1243.646771
524.220887,1446,1252.888299
682.569865,1446,1263.530598
578.155619,1446,1275.071253
565.311255,1446,1284.47342
572.070681,1446,1296.820634
597.07809,1446,1307.796609
518.506946,1446,1318.275754
543.582439,1446,1329.439629
507.14878,1446,1339.764676
584.071336,1446,1347.918669
574.1307,1446,1353.954695
576.872859,1446,1361.744934
497.741144,1446,1368.734297
600.506136,1446,1375.32709
591.367121,1446,1379.481469
556.660515,1446,1384.50241
592.509858,1446,1389.574216
613.971361,1446,1392.965554
545.508939,1446,1397.808568
581.650166,1446,1402.529116
565.71187,1446,1405.984579
610.081582,1446,1410.772167
565.78265,1446,1415.553767
611.182237,1446,1420.461895
599.435548,1446,1423.867679
758.216978,1446,1428.683663
594.896484,1446,1433.444551
569.466848,1446,1436.839404
600.565141,1446,1441.532834
599.002475,1446,1446.219259
560.776035,1446,1450.911857
583.547129,1446,1454.347292
639.344724,1446,1459.002312
567.557854,1446,1463.835234
586.99379,1446,1467.306597
634.612913,1446,1472.191366
543.83422,1446,1476.939683
458.189388,1446,1480.373796
550.871064,1446,1485.070268
554.217341,1446,1489.828092
566.281016,1446,1494.579567
578.187075,1446,1498.10457
499.608586,1446,1502.867458
596.157242,1446,1507.602813
577.328423,1446,1510.971764
586.999096,1446,1515.613706
581.716084,1446,1520.333717
637.860853,1446,1525.034573
545.842684,1446,1528.429546
546.333708,1446,1533.049882
580.304771,1446,1537.696245
580.377481,1446,1541.059067
556.949414,1446,1545.692878
540.21614,1446,1550.311921
623.035187,1446,1553.638835
548.231187,1446,1558.181292
582.238774,1446,1562.865034
521.037585,1446,1567.604002
547.404232,1446,1571.009207
564.516097,1446,1575.789302
606.874977,1446,1580.39219
595.39504,1446,1583.734895
582.283642,1446,1588.492056
543.321116,1446,1593.254996
567.159568,1446,1597.848512
547.85326,1446,1601.12538
568.434765,1446,1606.168062
545.072755,1446,1610.784124
550.370547,1446,1614.2677
