#{"t_start": 1745166098.497691, "env_id": "None"}
r,l,t
826.538117,1451,4613.561929
640.266743,1451,4694.264446
542.6639,1451,4781.733875
557.626564,1451,4868.355334
645.843162,1451,4963.419883
571.136728,1451,5051.699857
598.23609,1451,5126.636239
727.291268,1451,5220.98938
690.745865,1451,5327.027325
582.543521,1451,5427.605839
496.061122,1451,5516.529407
627.193739,1451,5621.071789
572.456264,1451,5696.948359
792.313976,1451,5746.132369
480.197263,1451,5791.275581
686.997837,1451,5835.71521
634.898849,1451,5879.951911
608.553954,1451,5924.666375
660.365899,1451,5964.127217
749.83454,1451,6009.246497
648.326053,1451,6052.943028
644.619638,1451,6098.17523
542.867975,1451,6145.502197
724.783883,1451,6192.486816
521.117662,1451,6233.178897
652.757394,1451,6282.073821
555.897172,1451,6334.249029
489.768539,1451,6382.891635
624.887994,1451,6433.246703
587.895105,1451,6484.80086
688.796244,1451,6527.121391
501.077611,1451,6575.261115
740.718803,1451,6623.670188
724.744351,1451,6672.280526
535.303517,1451,6719.731564
681.115724,1451,6766.189051
821.297748,1451,6807.404433
732.924688,1451,6849.908483
634.401997,1451,6891.644435
782.298603,1451,6941.405402
527.800977,1451,6995.632057
726.883438,1451,7050.329846
724.620016,1451,7096.326396
703.485796,1451,7151.502059
498.961725,1451,7207.796056
695.341078,1451,7263.889891
638.886509,1451,7320.439171
787.689402,1451,7375.427327
576.808135,1451,7421.088116
745.880544,1451,7475.351264
677.580585,1451,7523.314227
687.508217,1451,7569.452424
470.716419,1451,7616.493533
488.188888,1451,7663.597701
675.307104,1451,7701.9361
751.065316,1451,7746.623942
665.816549,1451,7791.642678
721.366642,1451,7837.252395
780.183285,1451,7880.527146
741.977681,1451,7925.318284
603.131569,1451,7963.391581
706.276104,1451,8010.754377
501.029877,1451,8055.643892
494.918835,1451,8105.384192
498.058618,1451,8153.403852
694.506244,1451,8200.878022
428.23964,1451,8239.733333
575.462384,1451,8287.184987
744.125596,1451,8336.198339
834.097741,1451,8383.706084
485.61165,1451,8432.229218
663.909914,1451,8481.000579
672.78559,1451,8520.617922
748.387838,1451,8570.97636
574.644852,1451,8619.906592
665.967445,1451,8668.702017
556.610378,1451,8717.807826
640.783903,1451,8764.943311
554.022382,1451,8802.185562
629.118897,1451,8848.214143
708.413934,1451,8889.314094
657.693231,1451,8932.3996
504.457043,1451,8975.227136
572.004947,1451,9019.011877
671.773983,1451,9054.675427
825.548864,1451,9098.412549
646.803369,1451,9142.691201
737.813088,1451,9187.900298
585.726615,1451,9231.931865
592.084672,1451,9276.034986
508.015279,1451,9311.792266
760.393288,1451,9359.680135
700.3149,1451,9406.903027
769.04542,1451,9454.199274
538.09404,1451,9501.445715
577.250777,1451,9547.890601
612.284027,1451,9587.95536
473.80384,1451,9632.083867
734.212401,1451,9677.81773
597.761427,1451,9725.807601
555.81754,1451,9774.371069
404.257988,1451,9820.668466
746.827931,1451,9860.825111
590.487105,1451,9910.735692
671.963794,1451,9957.477952
765.180748,1451,10002.981406
693.95388,1451,10048.365916
492.4301,1451,10093.388436
496.584262,1451,10129.76669
495.136663,1451,10175.116249
653.268842,1451,10219.555237
452.746372,1451,10261.336149
813.442882,1451,10304.256794
755.958951,1451,10345.312442
553.875637,1451,10380.922909
506.990636,1451,10421.755079
873.308693,1451,10464.056432
563.591905,1451,10507.051537
466.15485,1451,10553.217132
714.571841,1451,10600.142106
545.713582,1451,10638.857973
672.83156,1451,10681.97558
410.250436,1451,10728.350929
575.516306,1451,10777.227388
671.102117,1451,10825.255363
594.803844,1451,10869.323572
483.988946,1451,10907.493647
616.56383,1451,10951.483464
718.177184,1451,10993.252885
763.940846,1451,11034.364718
715.836426,1451,11074.99524
506.870921,1451,11116.763907
645.510896,1451,11152.001844
400.206599,1451,11193.130125
578.485869,1451,11235.228092
537.155625,1451,11278.273634
618.243299,1451,11320.622971
666.090854,1451,11363.305369
652.501651,1451,11398.888379
434.355825,1451,11443.275414
493.037804,1451,11488.914034
648.756793,1451,11535.138742
678.809426,1451,11579.171819
589.37174,1451,11624.199675
651.598926,1451,11679.017938
568.257787,1451,11723.39275
605.833433,1451,11767.461964
569.838386,1451,11810.451793
658.796735,1451,11851.407047
595.321041,1451,11894.506983
526.522871,1451,11931.556751
634.275804,1451,11975.067833
494.338885,1451,12020.349756
591.572927,1451,12063.340494
568.346892,1451,12104.387506
530.578102,1451,12145.344582
622.57039,1451,12180.483343
591.836565,1451,12223.795628
457.310199,1451,12266.42525
533.265065,1451,12309.494441
652.352066,1451,12353.762851
519.633535,1451,12396.328181
590.404683,1451,12433.762391
669.024979,1451,12477.855033
660.302307,1451,12523.92609
641.237595,1451,12571.800303
516.72773,1451,12618.458148
706.66771,1451,12665.268385
710.57376,1451,12704.705023
625.553464,1451,12769.484947
519.099064,1451,12838.602202
591.232096,1451,12904.308893
