#{"t_start": 1745154634.361607, "env_id": "None"}
r,l,t
450.047427,1436,5.95992
385.669508,1436,16.03962
688.338271,1436,26.016819
637.928003,1436,31.959472
534.560102,1436,42.056144
622.014373,1436,52.171385
516.595797,1436,58.184704
544.497053,1436,68.384569
468.736055,1436,78.80097
642.995775,1436,89.015875
811.874754,1436,94.807998
416.171084,1436,105.190208
815.606987,1436,115.658639
737.786544,1436,121.869831
580.991715,1436,132.19598
690.284488,1436,142.566059
529.17253,1436,149.104045
475.804882,1436,159.143149
533.36458,1436,169.481773
667.294071,1436,180.038123
574.093772,1436,186.26227
666.934052,1436,196.452557
523.110981,1436,206.811025
744.797604,1436,213.257859
542.728646,1436,223.308229
721.683963,1436,233.611508
798.481238,1436,239.837072
618.925098,1436,250.057294
574.428331,1436,260.715137
691.105707,1436,271.147065
645.167272,1436,277.55796
643.668753,1436,287.877621
625.18021,1436,298.368137
868.423599,1436,304.295842
639.247852,1436,314.286722
549.542121,1436,324.446356
565.426213,1436,330.270969
482.524198,1436,340.513881
696.15523,1436,351.00947
649.480421,1436,361.458902
709.533115,1436,367.156191
515.345308,1436,377.402225
679.030925,1436,387.802452
736.93614,1436,393.991165
822.273682,1436,404.412535
699.805854,1436,414.820248
538.806323,1436,421.02684
857.841249,1436,431.528282
663.925528,1436,441.792122
516.311311,1436,452.306829
644.394655,1436,458.369021
472.135523,1436,468.862321
567.166925,1436,479.297002
654.977495,1436,485.644145
639.160981,1436,495.86234
684.74151,1436,506.40327
733.419458,1436,512.785478
663.299,1436,522.731455
519.473442,1436,533.125441
747.252268,1436,543.296478
560.821183,1436,549.511719
638.379082,1436,559.839401
714.818226,1436,569.86009
509.889179,1436,576.084553
405.129188,1436,586.332132
573.031336,1436,596.837624
448.148698,1436,603.211638
677.096877,1436,613.531248
546.975924,1436,623.705765
657.638296,1436,634.528524
761.38404,1436,640.806587
677.893628,1436,651.097364
696.115452,1436,661.51507
671.414629,1436,667.944628
423.283318,1436,678.368728
529.981955,1436,688.650911
423.144494,1436,694.976996
547.881696,1436,705.407567
600.24746,1436,715.802571
736.888428,1436,726.179779
513.715747,1436,732.271635
574.259975,1436,742.690872
562.184387,1436,753.091074
509.710934,1436,759.093811
560.246297,1436,769.277312
448.510959,1436,779.768138
525.661697,1436,790.008741
600.228678,1436,796.05636
641.062723,1436,806.232929
517.639456,1436,816.302309
567.79017,1436,822.2932
343.402192,1436,832.128892
576.272035,1436,842.243441
579.64518,1436,848.168839
627.530757,1436,858.070466
475.334423,1436,868.128804
761.274045,1436,878.317158
577.995506,1436,883.914799
429.866082,1436,893.89933
488.216669,1436,903.966741
526.815068,1436,909.913912
671.669696,1436,919.6992
821.156203,1436,929.857577
422.887649,1436,935.778557
616.531501,1436,945.67724
693.100466,1436,955.765582
448.557133,1436,965.798782
730.105718,1436,971.91977
589.673111,1436,981.92297
624.70468,1436,991.95885
633.024442,1436,998.10072
664.787581,1436,1008.178529
542.595438,1436,1018.010823
501.016687,1436,1024.167966
701.366738,1436,1034.029133
689.544214,1436,1043.852307
418.359647,1436,1054.10943
417.518252,1436,1060.103061
610.551012,1436,1070.33584
798.561474,1436,1080.247055
765.185087,1436,1086.272757
623.761723,1436,1096.317313
603.445025,1436,1106.30714
660.979729,1436,1112.208376
681.540226,1436,1122.547614
585.965767,1436,1132.787683
827.673084,1436,1142.764135
579.262436,1436,1148.621107
522.109873,1436,1158.599736
879.061748,1436,1168.510887
526.711786,1436,1174.526668
727.65464,1436,1184.706809
724.179739,1436,1194.879738
604.804582,1436,1200.570957
774.655355,1436,1210.598447
753.840889,1436,1220.760612
459.371735,1436,1230.8431
808.488263,1436,1236.499336
813.573604,1436,1246.415791
583.786356,1436,1256.426276
753.416521,1436,1262.151029
644.278754,1436,1272.06702
696.925657,1436,1282.16969
815.807219,1436,1287.721173
523.425957,1436,1297.661401
530.087,1436,1307.760284
611.57073,1436,1317.692756
636.21032,1436,1323.515061
729.252109,1436,1333.672448
600.859577,1436,1343.852483
623.901251,1436,1349.7789
758.086624,1436,1359.698818
773.530092,1436,1369.960645
582.644303,1436,1375.868177
499.673432,1436,1385.652988
729.017382,1436,1395.746307
550.476343,1436,1405.861502
583.029481,1436,1411.815669
692.489181,1436,1422.012111
658.14746,1436,1432.278067
669.736561,1436,1438.216536
721.651528,1436,1448.033566
612.53972,1436,1457.934907
733.713699,1436,1464.100246
555.927522,1436,1474.314556
546.564974,1436,1484.528893
596.391417,1436,1494.601541
551.568913,1436,1500.709182
607.135446,1436,1510.669902
699.927666,1436,1520.465607
674.448053,1436,1526.418338
717.588911,1436,1536.494397
705.7309,1436,1546.660388
675.845837,1436,1556.351441
667.814141,1436,1562.398782
