#{"t_start": 1745274798.676987, "env_id": "None"}
r,l,t
622.850204,1446,46.39545
751.834948,1446,93.384821
751.834948,1446,147.344582
751.834948,1446,195.920307
751.834948,1446,247.34513
751.834948,1446,295.53804
751.834948,1446,341.278736
751.834948,1446,386.509095
751.834948,1446,425.569519
751.834948,1446,473.488507
751.834948,1446,518.26532
751.834948,1446,550.161634
751.834948,1446,591.246651
751.834948,1446,628.807469
751.834948,1446,671.322488
751.834948,1446,729.211961
751.834948,1446,783.424471
751.834948,1446,834.652858
751.834948,1446,882.067164
751.834948,1446,922.494381
751.834948,1446,964.926622
751.834948,1446,1017.366613
751.834948,1446,1062.159989
751.834948,1446,1087.18882
751.834948,1446,1110.915404
751.834948,1446,1134.745421
751.834948,1446,1158.665731
