#{"t_start": 1745284376.473637, "env_id": "None"}
r,l,t
612.081237,1436,3.725487
703.842597,1436,8.67957
595.057681,1436,13.73991
771.728247,1436,17.194717
721.158161,1436,22.13974
415.88575,1436,27.184108
775.847244,1436,30.670803
589.811624,1436,35.86444
597.56484,1436,40.860645
530.877271,1436,45.873553
434.566789,1436,49.317023
556.416957,1436,54.311218
534.758063,1436,59.313226
647.651326,1436,62.710624
419.585309,1436,67.677942
637.417056,1436,72.593974
818.124788,1436,76.191561
676.904794,1436,81.139204
659.535153,1436,86.125601
672.373514,1436,91.102179
586.30795,1436,94.766024
629.316727,1436,99.885725
516.181084,1436,105.06199
549.354073,1436,108.617549
400.723541,1436,113.585442
417.719812,1436,118.775265
422.995083,1436,122.255351
601.720336,1436,127.433982
801.138033,1436,132.571478
585.210923,1436,137.876577
698.748722,1436,141.374298
733.45735,1436,146.534051
487.913438,1436,151.54373
531.879163,1436,155.08267
592.346894,1436,160.533081
552.644578,1436,165.971383
744.279048,1436,169.709858
471.039165,1436,175.102401
404.750929,1436,180.282884
353.713471,1436,185.582351
503.521319,1436,189.239392
592.915332,1436,194.52583
451.765602,1436,199.651767
589.228781,1436,203.175363
507.57099,1436,208.34756
539.474217,1436,213.428083
536.556882,1436,217.123841
509.227882,1436,222.457258
441.10979,1436,227.588109
528.891992,1436,232.563908
723.170004,1436,236.249168
406.999115,1436,241.243949
594.166526,1436,246.210649
611.070238,1436,249.744041
615.608962,1436,254.791439
584.939052,1436,259.775612
506.218037,1436,263.282568
396.206865,1436,268.242846
511.45126,1436,273.226979
736.277767,1436,278.193034
771.10726,1436,281.641944
746.036627,1436,286.717595
576.14057,1436,291.713055
708.135483,1436,295.128378
634.043231,1436,300.106931
529.456992,1436,305.079975
555.912099,1436,308.797805
723.255088,1436,313.647761
618.993212,1436,318.507577
482.464913,1436,323.534343
640.379993,1436,327.027455
507.953478,1436,332.00516
460.384848,1436,336.988151
466.145124,1436,340.312921
502.788007,1436,345.168602
720.356329,1436,350.110514
644.672485,1436,353.562996
564.25607,1436,358.546761
530.905079,1436,363.584098
542.048408,1436,368.963372
658.193623,1436,372.583035
612.065389,1436,377.838006
541.76958,1436,382.997285
669.251092,1436,386.611218
671.031092,1436,391.749082
393.957966,1436,396.823308
480.665184,1436,401.817254
538.960611,1436,405.313802
583.335479,1436,410.396108
874.980916,1436,415.431845
742.734349,1436,418.993397
475.217877,1436,424.182202
597.244868,1436,429.180531
765.233075,1436,432.686228
426.352954,1436,437.78232
685.627682,1436,442.787816
605.857478,1436,447.965276
517.795963,1436,451.781293
625.11737,1436,456.715532
736.88294,1436,461.633702
483.264645,1436,465.074814
490.133507,1436,470.395267
803.044418,1436,475.265876
629.490326,1436,478.703051
665.560391,1436,483.650341
788.923556,1436,488.595885
490.756797,1436,493.764522
671.409152,1436,497.198675
712.555628,1436,502.316755
689.800104,1436,507.38747
441.070308,1436,511.19073
513.4372,1436,516.223381
661.064959,1436,521.369059
617.951283,1436,524.860673
799.998967,1436,529.823504
595.018685,1436,535.000408
733.941592,1436,540.341626
758.982161,1436,543.834302
658.436519,1436,548.921982
700.260964,1436,553.819891
681.45287,1436,557.378956
899.973752,1436,562.493412
504.844346,1436,567.486449
556.228042,1436,571.185565
686.13324,1436,576.226075
827.677342,1436,581.49966
450.805694,1436,586.579185
737.362529,1436,590.137062
694.185455,1436,595.157711
603.002892,1436,600.032983
571.703796,1436,603.441584
821.382291,1436,608.590345
560.316225,1436,613.59889
776.284292,1436,617.029619
591.237532,1436,621.977669
592.231574,1436,626.880047
704.288527,1436,631.868749
584.019491,1436,635.261938
650.558676,1436,640.133561
797.83175,1436,645.10405
598.769395,1436,648.532333
601.833745,1436,653.746158
571.174971,1436,658.618991
658.566065,1436,662.060024
584.178214,1436,667.011564
485.749807,1436,671.935486
484.500226,1436,676.904058
600.286991,1436,680.335162
664.303798,1436,685.254296
648.364998,1436,690.115894
825.491626,1436,693.545703
806.98049,1436,698.587774
601.797363,1436,703.477688
745.628396,1436,706.928728
579.697664,1436,711.907516
574.344056,1436,716.793865
729.087332,1436,721.707197
746.466076,1436,725.391899
919.088524,1436,730.278035
457.129712,1436,735.231209
659.382334,1436,738.777655
727.317109,1436,743.770921
730.291852,1436,748.898681
584.193749,1436,752.350047
583.479377,1436,757.488847
580.739132,1436,762.620789
801.501858,1436,767.450262
594.649888,1436,770.847502
684.873941,1436,775.750145
801.099677,1436,780.560228
784.577635,1436,784.015736
912.688832,1436,788.871709
519.663298,1436,793.744489
599.636619,1436,798.656252
623.741367,1436,802.134465
